City,State,Population,Latitude,LongitudeNew York ,NY,8363710,40.7128,-74.0059
Irving ,TX,201358,32.8140177,-96.9488945
Shreveport ,LA,199729,32.5251516,-93.7501789
San Bernardino ,CA,198580,34.1083449,-117.2897652
Tacoma ,WA,197181,47.2528768,-122.4442906
Glendale ,CA,197176,34.1425078,-118.255075
Des Moines ,IA,197052,41.6005448,-93.6091064
Augusta,GA,194149,33.4734978,-82.0105148
Grand Rapids ,MI,193396,42.9633599,-85.6680863
Huntington Beach ,CA,192620,33.6594835,-117.9988026
Mobile ,AL,191022,30.6953657,-88.0398912
Moreno Valley ,CA,190871,33.9424658,-117.2296717
Little Rock ,AR,189515,34.7464809,-92.28959479999999
Amarillo ,TX,187236,35.2219971,-101.8312969
Columbus ,GA,186984,32.4609764,-84.9877094
Oxnard ,CA,185717,34.1975048,-119.1770516
Fontana ,CA,184984,34.0922335,-117.435048
Knoxville ,TN,184802,35.9606384,-83.9207392
Fort Lauderdale ,FL,183126,26.1224386,-80.13731740000001
Salt Lake City ,UT,181698,40.7607793,-111.8910474
Newport News ,VA,179614,37.0870821,-76.4730122
Huntsville ,AL,176645,34.7303688,-86.5861037
Tempe ,AZ,175523,33.4255104,-111.9400054
Brownsville ,TX,175494,25.9017472,-97.4974838
Worcester ,MA,175011,42.2625932,-71.8022934
Fayetteville ,NC,174091,35.0526641,-78.87835849999999
Jackson ,MS,173861,32.2987573,-90.1848103
Tallahassee ,FL,171922,30.4382559,-84.28073289999999
Aurora ,IL,171782,41.7605849,-88.32007150000001
Ontario ,CA,171691,34.0633443,-117.6508876
Providence ,RI,171557,41.8239891,-71.4128343
Overland Park ,KS,171231,38.9822282,-94.6707917
Rancho Cucamonga ,CA,171176,34.10639889999999,-117.5931084
Chattanooga ,TN,170880,35.0456297,-85.3096801
Oceanside ,CA,169684,33.1958696,-117.3794834
Santa Clarita ,CA,169500,34.3916641,-118.542586
Garden Grove ,CA,165796,33.7742692,-117.9379952
Vancouver ,WA,163186,45.6318397,-122.6716063
Grand Prairie ,TX,160641,32.7459645,-96.99778459999999
Peoria ,AZ,157960,33.5805955,-112.2373779
Rockford ,IL,157272,42.2711311,-89.0939952
Cape Coral ,FL,156835,26.5628537,-81.9495331
Springfield ,MO,156206,37.2089572,-93.29229889999999
Santa Rosa ,CA,155796,38.440429,-122.7140548
Sioux Falls ,SD,154997,43.5445959,-96.73110340000001
Port St. Lucie ,FL,154353,27.2730492,-80.3582261
Dayton ,OH,154200,39.7589478,-84.1916069
Salem ,OR,153435,44.9428975,-123.0350963
Pomona ,CA,152699,34.055103,-117.7499909
Springfield ,MA,150640,42.1014831,-72.589811
Eugene ,OR,150104,44.0520691,-123.0867536
Corona ,CA,149923,33.8752935,-117.5664384
Pasadena ,TX,146439,29.6910625,-95.2091006
Joliet ,IL,146125,41.525031,-88.0817251
Pembroke Pines ,FL,145661,26.007765,-80.2962555
Paterson ,NJ,145643,40.9167654,-74.17181099999999
Hampton ,VA,145494,37.0298687,-76.34522179999999
Lancaster ,CA,145469,34.6867846,-118.1541632
Alexandria ,VA,143885,38.8048355,-77.0469214
Salinas ,CA,143640,36.6777372,-121.6555013
Palmdale ,CA,143197,34.5794343,-118.1164613
Naperville ,IL,143117,41.7508391,-88.1535352
Pasadena ,CA,143080,34.1477849,-118.1445155
Kansas City ,KS,142562,39.114053,-94.6274636
Hayward ,CA,142061,37.6688205,-122.0807964
Hollywood ,FL,141740,26.0112014,-80.1494901
Lakewood ,CO,140989,39.7047095,-105.0813734
Torrance ,CA,140820,33.8358492,-118.3406288
Syracuse ,NY,138068,43.0481221,-76.14742439999999
Escondido ,CA,137103,33.1192068,-117.086421
Fort Collins ,CO,136509,40.5852602,-105.084423
Bridgeport ,CT,136405,41.1865478,-73.19517669999999
Orange ,CA,136392,33.7879139,-117.8531007
Warren ,MI,133939,42.5144566,-83.01465259999999
Elk Grove ,CA,133003,38.4087993,-121.3716178
Savannah ,GA,132410,32.0835407,-81.09983419999999
Mesquite ,TX,132123,32.76679550000001,-96.5991593
Sunnyvale ,CA,132109,37.36883,-122.0363496
Fullerton ,CA,131868,33.8703645,-117.9242123
McAllen ,TX,129776,26.2034071,-98.23001239999999
Cary,NC,129545,35.79154,-78.7811169
Cedar Rapids ,IA,128056,41.9778795,-91.6656232
Sterling Heights ,MI,127160,42.5803122,-83.0302033
Columbia ,SC,127029,34.0007104,-81.0348144
Coral Springs ,FL,125783,26.271192,-80.2706044
Carrollton ,TX,125595,32.9756415,-96.8899636
Elizabeth ,NJ,124755,40.6639916,-74.2107006
Hartford ,CT,124062,41.76371109999999,-72.6850932
Waco ,TX,124009,31.549333,-97.1466695
Bellevue ,WA,123771,47.6101497,-122.2015159
New Haven ,CT,123669,41.308274,-72.9278835
West Valley City ,UT,123447,40.6916132,-112.0010501
Topeka ,KS,123446,39.0558235,-95.68901849999999
Thousand Oaks ,CA,123091,34.1705609,-118.8375937
El Monte ,CA,121791,34.0686206,-118.0275667
McKinney ,TX,121211,33.1972465,-96.6397822
Concord ,CA,121160,37.9779776,-122.0310733
Visalia ,CA,121040,36.3302284,-119.2920585
Simi Valley ,CA,120543,34.2694474,-118.781482
Olathe ,KS,119993,38.8813958,-94.81912849999999
Clarksville ,TN,119735,36.5297706,-87.3594528
Denton ,TX,119454,33.2148412,-97.13306829999999
Stamford ,CT,119303,41.0534302,-73.5387341
Provo ,UT,118581,40.2338438,-111.6585337
Springfield ,IL,117352,39.78172130000001,-89.6501481
Killeen ,TX,116934,31.1171194,-97.72779589999999
Abilene ,TX,116484,32.4487364,-99.73314390000002
Evansville ,IN,116309,37.9715592,-87.5710898
Gainesville ,FL,114916,29.6516344,-82.32482619999999
Vallejo ,CA,114729,38.1040864,-122.2566367
Ann Arbor ,MI,114386,42.2808256,-83.7430378
Peoria ,IL,114114,40.6936488,-89.5889864
Lansing ,MI,113968,42.732535,-84.5555347
Lafayette ,LA,113656,30.2240897,-92.0198427
Thornton ,CO,113429,39.8680412,-104.9719243
Athens,GA,113398,33.9519347,-83.357567
Flint ,MI,112900,43.0125274,-83.6874562
Inglewood ,CA,112714,33.9616801,-118.3531311
Roseville ,CA,112660,38.7521235,-121.2880059
Charleston ,SC,111978,32.7764749,-79.93105120000001
Beaumont ,TX,110553,30.080174,-94.1265562
Independence ,MO,110440,39.0911161,-94.41550679999999
Victorville ,CA,110318,34.5362184,-117.2927641
Santa Clara ,CA,110200,37.3541079,-121.9552356
Costa Mesa ,CA,110080,33.6412156,-117.9188221
Miami Gardens ,FL,109346,25.9420377,-80.2456045
Manchester ,NH,108586,42.9956397,-71.4547891
Miramar ,FL,108484,25.9860762,-80.30356019999999
Downey ,CA,107587,33.9401088,-118.1331593
Arvada ,CO,107361,39.8027644,-105.0874842
Allentown ,PA,107250,40.6084305,-75.4901833
Westminster ,CO,107056,39.8366528,-105.0372046
Waterbury ,CT,107037,41.5581525,-73.0514965
Norman ,OK,106957,35.2225668,-97.4394777
Midland ,TX,106561,31.9973456,-102.0779146
Elgin ,IL,106330,42.0354084,-88.2825668
West Covina ,CA,105790,34.0686208,-117.9389526
Clearwater ,FL,105774,27.9658533,-82.8001026
Cambridge ,MA,105596,42.3736158,-71.10973349999999
Pueblo ,CO,104951,38.2544472,-104.6091409
West Jordan ,UT,104447,40.6096698,-111.9391031
Round Rock ,TX,104446,30.5082551,-97.678896
Billings ,MT,103994,45.7832856,-108.5006904
Erie ,PA,103817,42.12922409999999,-80.085059
South Bend ,IN,103807,41.6763545,-86.25198979999999
Ventura,CA,103706,34.274646,-119.2290316
Fairfield ,CA,103683,38.24935809999999,-122.0399663
Lowell ,MA,103615,42.6334247,-71.31617179999999
Norwalk ,CA,102982,33.9022367,-118.081733
Burbank ,CA,102968,34.1808392,-118.3089661
Richmond ,CA,102285,37.9357576,-122.3477486
Pompano Beach ,FL,101943,26.2378597,-80.1247667
High Point ,NC,101835,35.9556923,-80.0053176
Murfreesboro ,TN,101753,35.8456213,-86.39027
Lewisville ,TX,101624,33.046233,-96.994174
Richardson ,TX,101589,32.9483335,-96.7298519
Daly City ,CA,101514,37.6879241,-122.4702079
Berkeley ,CA,101371,37.8715926,-122.272747
Gresham ,OR,101221,45.5001357,-122.4302013
Wichita Falls ,TX,101202,33.9137085,-98.4933873
Green Bay ,WI,101025,44.51915899999999,-88.019826
Davenport ,IA,100827,41.5236437,-90.5776367
Palm Bay ,FL,100786,28.0344621,-80.5886646
Columbia ,MO,100733,38.9517053,-92.3340724
Portsmouth ,VA,100577,36.8354258,-76.2982742
Rochester ,MN,100413,44.0121221,-92.4801989
Antioch ,CA,100219,38.0049214,-121.805789
Wilmington ,NC,100192,34.2257255,-77.9447102
Centennial ,CO,99680,39.5807452,-104.8771726
Odessa ,TX,98801,31.8456816,-102.3676431
West Palm Beach ,FL,98779,26.7153424,-80.0533746
Rialto ,CA,98700,34.1064001,-117.3703235
Everett ,WA,98212,47.9789848,-122.2020794
Murrieta ,CA,97918,33.5539143,-117.2139232
Tyler ,TX,97705,32.3512601,-95.30106239999999
Temecula ,CA,97100,33.4936391,-117.1483648
Kenosha ,WI,96950,42.5847425,-87.82118539999999
Frisco ,TX,96676,33.1506744,-96.82361159999999
Sandy ,UT,96660,40.5649781,-111.8389726
South Gate ,CA,96640,33.954737,-118.2120161
Carlsbad ,CA,96374,33.1580933,-117.3505939
Gary ,IN,95920,41.5933696,-87.3464271
Mission Viejo ,CA,94461,33.5968913,-117.6581562
North Charleston ,SC,94407,32.8546197,-79.9748103
Boulder ,CO,94171,40.0149856,-105.2705456
Compton ,CA,93851,33.8958492,-118.2200712
Hillsboro ,OR,93638,45.5228939,-122.989827
Albany ,NY,93539,42.6525793,-73.7562317
Fargo ,ND,93531,46.8771863,-96.7898034
Lakeland ,FL,93333,28.0394654,-81.9498042
Orem ,UT,93250,40.2968979,-111.6946475
Brockton ,MA,93007,42.0834335,-71.0183787
Roanoke ,VA,92967,37.2709704,-79.9414266
Broken Arrow ,OK,92931,36.060949,-95.7974526
Surprise ,AZ,92897,33.6292337,-112.3679279
Macon ,GA,92775,32.8406946,-83.6324022
El Cajon ,CA,92718,32.7947731,-116.9625269
Carson ,CA,92366,33.8316745,-118.281693
Quincy ,MA,92339,42.2528772,-71.0022705
Clovis ,CA,92318,36.8252277,-119.7029194
San Mateo ,CA,92256,37.5629917,-122.3255254
Vacaville ,CA,92219,38.3565773,-121.9877444
San Angelo ,TX,91880,31.4637723,-100.4370375
Las Cruces ,NM,91865,32.3199396,-106.7636538
Beaverton ,OR,91757,45.48706199999999,-122.8037102
Greeley ,CO,91492,40.4233142,-104.7091322
New Bedford ,MA,91365,41.6362152,-70.93420499999999
Livonia ,MI,91220,42.36837,-83.35270969999999
Vista ,CA,91144,33.2000368,-117.2425355
Fall River ,MA,90931,41.7014912,-71.1550451
Waukegan ,IL,90788,42.3636331,-87.84479379999999
Lawrence ,KS,90520,38.9716689,-95.2352501
Davie,FL,90238,26.0764783,-80.25211569999999
Tuscaloosa ,AL,90221,33.2098407,-87.56917349999999
Redding ,CA,90201,40.5865396,-122.3916754
Lawton ,OK,90091,34.6035669,-98.39592909999999
Yuma ,AZ,90041,32.6926512,-114.6276916
Sunrise ,FL,89026,26.1669711,-80.25659499999999
Westminster ,CA,88975,33.7591757,-117.9897058
Sparks ,NV,88602,39.5349112,-119.7526886
Santa Monica ,CA,87664,34.0194543,-118.4911912
Roswell ,GA,87657,34.0232431,-84.3615555
Lynn ,MA,86957,42.46676300000001,-70.9494938
Nashua ,NH,86576,42.7653662,-71.46756599999999
Dearborn ,MI,86477,42.3222599,-83.17631449999999
Santa Maria ,CA,86356,34.9530337,-120.4357191
Spokane Valley ,WA,86144,47.6732281,-117.2393748
Santa Barbara ,CA,86093,34.4208305,-119.6981901
Alhambra ,CA,85953,34.095287,-118.1270146
Longmont ,CO,85928,40.1672068,-105.1019275
Hesperia ,CA,85883,34.4263886,-117.3008784
Boca Raton ,FL,85670,26.3683064,-80.1289321
Fort Smith ,AR,84716,35.3859242,-94.39854749999999
Miami Beach ,FL,84633,25.790654,-80.1300455
Warwick ,RI,84483,41.7001009,-71.4161671
Indio ,CA,84443,33.7205771,-116.2155619
Citrus Heights ,CA,84432,38.7071247,-121.2810611
Deltona ,FL,84408,28.9005446,-81.26367379999999
Federal Way ,WA,84309,47.3223221,-122.3126222
Hawthorne ,CA,84305,33.9164032,-118.3525748
Duluth ,MN,84284,46.78667189999999,-92.1004852
Lee's Summit ,MO,84208,38.9108408,-94.3821724
College Station ,TX,84128,30.627977,-96.3344068
Yakima ,WA,84074,46.6020711,-120.5058987
Kent ,WA,83978,47.3809335,-122.2348431
Chico ,CA,83791,39.7284944,-121.8374777
Plantation ,FL,83628,26.1275862,-80.23310359999999
Norwalk ,CT,83185,41.11774399999999,-73.4081575
Chino ,CA,83031,34.0122346,-117.688944
Pearland ,TX,82903,29.5635666,-95.2860474
Trenton ,NJ,82883,40.2170534,-74.7429384
Ogden ,UT,82865,41.223,-111.9738304
Sioux City ,IA,82807,42.4999942,-96.40030689999999
Sandy Springs ,GA,82674,33.9304352,-84.3733147
Suffolk ,VA,82302,36.7282054,-76.5835621
Whittier ,CA,82267,33.9791793,-118.032844
Racine ,WI,82196,42.7261309,-87.78285230000002
Newton ,MA,82139,42.3370413,-71.20922139999999
Avondale ,AZ,81299,33.4355977,-112.3496021
Bloomington ,MN,81280,44.840798,-93.2982799
Allen ,TX,81268,33.1031744,-96.67055030000002
Sugar Land ,TX,80704,29.6196787,-95.6349463
Reading ,PA,80506,40.3356483,-75.9268747
Cicero,IL,80414,41.8455877,-87.7539448
Nampa ,ID,80362,43.5407172,-116.5634624
Troy ,MI,80264,42.6064095,-83.1497751
Livermore ,CA,80188,37.6818745,-121.7680088
Cranston ,RI,79980,41.7798226,-71.4372796
Newport Beach ,CA,79661,33.6188829,-117.9298493
Rio Rancho ,NM,79655,35.2327544,-106.6630437
Greenville ,NC,79629,35.612661,-77.3663538
Edmond ,OK,79559,35.6528323,-97.47809540000002
Champaign ,IL,79389,40.1164204,-88.2433829
Camden ,NJ,79383,39.9259463,-75.1196199
Buena Park ,CA,79379,33.8674044,-117.9981387
Danbury ,CT,79256,41.394817,-73.4540111
Tracy ,CA,79196,37.7396513,-121.4252227
San Marcos ,CA,79114,33.1433723,-117.1661449
Westland ,MI,78961,42.32420399999999,-83.400211
Bellingham ,WA,78905,48.7519112,-122.4786854
Farmington Hills ,MI,78522,42.4989936,-83.3677168
Lakewood ,CA,78444,33.8536269,-118.1339563
Canton ,OH,78362,40.79894729999999,-81.378447
Clifton ,NJ,78219,40.8584328,-74.16375529999999
Parma ,OH,77947,41.4047742,-81.7229086
San Leandro ,CA,77880,37.7249296,-122.1560768
Evanston ,IL,77693,42.0450722,-87.68769689999999
Baldwin Park ,CA,77380,34.0852868,-117.9608978
Melbourne ,FL,77351,28.0836269,-80.60810889999999
Longview ,TX,77211,32.5007037,-94.74048909999999
Bend ,OR,77181,44.0581728,-121.3153096
Merced ,CA,77160,37.3021632,-120.4829677
O'Fallon ,MO,76819,38.8106075,-90.69984769999999
Hammond ,IN,76732,41.5833688,-87.5000412
Decatur ,IL,76256,39.8403147,-88.9548001
Jacksonville ,NC,76233,34.7540524,-77.4302414
St. Joseph ,MO,76197,39.7674578,-94.84668099999999
Albany ,GA,75831,31.5785074,-84.15574099999999
Somerville ,MA,75662,42.3875968,-71.0994968
Lake Forest ,CA,75566,33.6469437,-117.6861023
Southfield ,MI,75392,42.4733688,-83.2218731
Missouri City ,TX,74723,29.6185669,-95.5377215
Deerfield Beach ,FL,74584,26.3184123,-80.09976569999999
Napa ,CA,74547,38.2975381,-122.286865
Asheville ,NC,74543,35.5950581,-82.5514869
New Rochelle ,NY,74115,40.9114882,-73.7823549
Redwood City ,CA,74060,37.48521520000001,-122.2363548
Chino Hills ,CA,73879,33.9898188,-117.7325848
Arlington Heights,IL,73399,42.0883603,-87.98062650000001
Fayetteville ,AR,73372,36.082156,-94.17185420000001
Medford ,OR,73212,42.3265152,-122.8755949
Bellflower ,CA,73033,33.8816818,-118.1170117
Bloomington ,IL,73026,40.4842027,-88.99368729999999
Youngstown ,OH,72925,41.0997803,-80.6495194
Largo ,FL,72732,27.9094665,-82.7873244
St. George ,UT,72718,37.0965278,-113.5684164
Lynchburg ,VA,72596,37.4137536,-79.14224639999999
Wilmington ,DE,72592,39.7390721,-75.5397878
Gastonia ,NC,72505,35.262082,-81.18730049999999
Bryan ,TX,72357,30.6743643,-96.3699632
Palm Coast ,FL,72316,29.5844524,-81.20786989999999
Bethlehem ,PA,72241,40.6259316,-75.37045789999999
Scranton ,PA,72233,41.408969,-75.66241219999999
Kalamazoo ,MI,72179,42.2917069,-85.5872286
Union City ,CA,72123,37.5933918,-122.0438298
Upland ,CA,72091,34.09751,-117.6483876
Santa Fe ,NM,71831,35.6869752,-105.937799
Bloomington ,IN,71819,39.165325,-86.52638569999999
Tustin ,CA,71814,33.7420005,-117.8236391
Pawtucket ,RI,71765,41.878711,-71.38255579999999
Schaumburg,IL,71716,42.0333607,-88.0834059
Edinburg ,TX,71520,26.3017374,-98.1633432
Plymouth ,MN,71486,45.0105194,-93.4555093
Mountain View ,CA,71348,37.3860517,-122.0838511
Brooklyn Park ,MN,71308,45.0941315,-93.3563405
League City ,TX,71222,29.5074538,-95.0949303
Lake Charles ,LA,71061,30.2265949,-93.2173758
Hoover ,AL,71020,33.4053867,-86.8113781
Hemet ,CA,70991,33.7475203,-116.9719684
Bolingbrook,IL,70823,41.69864159999999,-88.0683955
Alameda ,CA,70580,37.7652065,-122.2416355
New Britain ,CT,70486,41.6612104,-72.7795419
Wyoming ,MI,70462,42.9133602,-85.7053085
Baytown ,TX,70330,29.7355047,-94.97742740000001
Appleton ,WI,70305,44.2619309,-88.41538469999999
Lorain ,OH,70239,41.452819,-82.1823746
Apple Valley,CA,70200,34.5008311,-117.1858759
Gulfport ,MS,70055,30.3674198,-89.0928155
Lynwood ,CA,70025,33.930293,-118.2114603
Lawrence ,MA,70014,42.7070354,-71.1631137
Redlands ,CA,69689,34.0555693,-117.1825381
Flower Mound,TX,69307,33.0145673,-97.0969552
Rochester Hills ,MI,69014,42.65836609999999,-83.1499322
Fishers,IN,69011,39.9567548,-86.01335
Mount Vernon ,NY,68653,40.9125992,-73.8370786
Turlock ,CA,68404,37.4946568,-120.8465941
Boynton Beach ,FL,68291,26.5317866,-80.0905465
Missoula ,MT,68202,46.87871759999999,-113.996586
Springdale ,AR,68180,36.18674420000001,-94.1288141
Waukesha ,WI,68008,43.0116784,-88.2314813
Iowa City ,IA,67831,41.6611277,-91.5301683
Folsom ,CA,67788,38.6779591,-121.1760583
Marietta ,GA,67562,33.95260200000001,-84.5499327
Milpitas ,CA,67503,37.4323341,-121.8995741
Rock Hill ,SC,67339,34.9248667,-81.02507840000001
Mission ,TX,67119,26.2159066,-98.32529319999999
Palatine,IL,67080,42.1103041,-88.03424000000001
Lauderhill ,FL,67073,26.1403635,-80.2133808
St. Cloud ,MN,66948,45.5579451,-94.16324039999999
Kenner ,LA,66942,29.9940924,-90.2417434
Meridian ,ID,66916,43.6121087,-116.3915131
Passaic ,NJ,66884,40.8567662,-74.1284764
Redondo Beach ,CA,66882,33.8491816,-118.3884078
Pleasanton ,CA,66828,37.6624312,-121.8746789
Carmel ,IN,66769,39.978371,-86.1180435
Waterloo ,IA,66662,42.492786,-92.34257749999999
Skokie,IL,66620,42.0324025,-87.7416246
Dothan ,AL,66505,31.2232313,-85.3904888
Concord ,NC,66311,35.4087517,-80.579511
Pontiac ,MI,66095,42.6389216,-83.29104679999999
Yorba Linda ,CA,65717,33.88850350000001,-117.8132571
Loveland ,CO,65587,40.3977612,-105.0749801
Layton ,UT,65514,41.0602216,-111.9710529
Rapid City ,SD,65491,44.0805434,-103.2310149
Mount Pleasant,SC,65472,32.8323225,-79.82842579999999
Eau Claire ,WI,65426,44.811349,-91.4984941
Fort Myers ,FL,65394,26.640628,-81.8723084
East Orange ,NJ,65390,40.767323,-74.2048677
Pharr ,TX,65258,26.1947962,-98.1836216
North Richland Hills ,TX,65078,32.8342952,-97.2289029
Manteca ,CA,65028,37.7974273,-121.2160526
Muncie ,IN,64975,40.1933767,-85.3863599
Harlingen ,TX,64843,26.1906306,-97.69610259999999
Laguna Niguel ,CA,64469,33.5236744,-117.7149438
St. Charles ,MO,64386,38.7881062,-90.4974359
Daytona Beach ,FL,64211,29.2108147,-81.0228331
Pittsburg ,CA,64148,38.0279762,-121.8846806
Delray Beach ,FL,64092,26.4614625,-80.0728201
Lafayette ,IN,64049,40.4167022,-86.87528689999999
Eagan ,MN,63985,44.8041322,-93.1668858
Jonesboro ,AR,63960,35.84229670000001,-90.704279
Oshkosh ,WI,63679,44.0247062,-88.5426136
Weston ,FL,63628,26.1003654,-80.3997748
Walnut Creek ,CA,63486,37.9100783,-122.0651819
Camarillo ,CA,63324,34.2163937,-119.0376023
Kennewick ,WA,63216,46.2112458,-119.1372338
Jackson ,TN,63158,35.6145169,-88.81394689999999
Pico Rivera ,CA,63138,33.9830688,-118.096735
Davis ,CA,62593,38.5449065,-121.7405167
Portland ,ME,62561,43.66147100000001,-70.2553259
Victoria ,TX,62558,28.8052674,-97.0035982
Janesville ,WI,62516,42.6827885,-89.0187222
South San Francisco ,CA,62502,37.654656,-122.4077498
Hamilton ,OH,62477,39.3995008,-84.5613355
Bossier City ,LA,62384,32.5159852,-93.7321228
Cedar Park ,TX,62308,30.505198,-97.8202888
Kissimmee ,FL,62291,28.2919557,-81.40757099999999
Springfield ,OH,62269,39.9242266,-83.8088171
Renton ,WA,62266,47.48287759999999,-122.2170661
Rancho Cordova ,CA,62265,38.5890723,-121.302728
Union City ,NJ,62183,40.7795455,-74.02375119999999
Johnson City ,TN,61990,36.3134397,-82.3534727
Montebello ,CA,61906,34.0165053,-118.1137535
Coon Rapids ,MN,61832,45.1732394,-93.30300629999999
Maple Grove ,MN,61542,45.0724642,-93.4557877
San Clemente ,CA,61465,33.4273521,-117.6126004
Warner Robins ,GA,61336,32.6130007,-83.624201
Lodi ,CA,61301,38.1341477,-121.2722194
Haverhill ,MA,61275,42.7762015,-71.0772796
